BP_Type,Percentile,Conv_RMSE_mean,Conv_RMSE_std,WPINN_RMSE_mean,WPINN_RMSE_std,Improvement_pct
SBP,2.5%,19.87088261037338,3.85367386520039,18.8148523382279,4.061145762389012,5.3144608261848845
SBP,5.0%,14.56197006982171,2.3432450131391622,14.155030384100971,4.638599245863127,2.794537303466115
DBP,2.5%,8.156437907942312,3.29966290489556,6.95646920373132,0.33123778766647893,14.711921034089222
DBP,5.0%,12.160446404113493,5.029174220640079,5.899597629847863,0.9113061568939127,51.48535313759357
